name,species_id,temperament,origin,country_code,description,breed_group,history,image,weight_min_kg,weight_max_kg,weight_avg_kg,height_min_cm,height_max_cm,height_mid_cm,life_span_min_years,life_span_max_years,life_span_mid_years
English Foxhound,2,"friendly, energetic, gentle, independent, courageous",England,GB,"Large, athletic scent hound with classic pack-hound build, bred for fox hunting with exceptional endurance and stamina. Features a short, hard, dense coat and powerful, musical voice with distinctive bay.",Hound,"Developed in England since the 16th century specifically for fox hunting, with studbooks maintained by the Masters of Foxhounds Association since the 1700s representing some of the most complete breed records","{'id': 'L6rQ7CyZbD', 'url': 'https://cdn4.thedogapi.com/optimized/L6rQ7CyZbD.jpg', 'width': 1264, 'height': 848}",27.0,34.0,30.5,53.0,64.0,58.5,10.0,13.0,11.5
English Mastiff,2,"gentle, loyal, protective, calm, courageous",England,GB,"Massive, powerful giant breed with a short fawn, apricot, or brindle coat, distinctive black mask, and dignified demeanor. Known for combining imposing size with a gentle, loyal temperament and protective instincts.",Working,"Ancient breed known in Britain for over 2,000 years, descended from Roman Molossian war dogs. Used as estate guardian, war dog, and big-game hunter. Modern breed refined in medieval England and saved from extinction after World War II.","{'id': 'eXOAOSOt9e', 'url': 'https://cdn4.thedogapi.com/optimized/eXOAOSOt9e.jpg', 'width': 1248, 'height': 848}",54.0,104.0,79.0,70.0,86.0,78.0,6.0,10.0,8.0
English Setter,2,"friendly, gentle, affectionate, intelligent, energetic",England,GB,"Elegant and athletic gundog distinguished by its unique speckled (belton) coat, feathered markings, and graceful movement, known for gentle hunting instincts and friendly disposition",Sporting,"Developed in England over 400 years ago from spaniel stock, refined in the 19th century by Edward Laverack and R. Purcell Llewellin to create a specialized bird dog for locating and setting game birds","{'id': 'DaCvmFBDVI', 'url': 'https://cdn4.thedogapi.com/optimized/DaCvmFBDVI.jpg', 'width': 1200, 'height': 896}",20.0,36.0,28.0,58.0,69.0,63.5,12.0,14.0,13.0
English Shepherd,2,"intelligent, loyal, energetic, alert, devoted, adaptable",United States,US,"Exceptionally intelligent and versatile medium-sized herding dog with a dense double coat and strong work ethic, developed as an all-purpose farm dog with devotion to family and adaptable temperament",Herding,"Developed in the United States from British and Scottish collie-type farm dogs brought by early settlers, bred as versatile all-purpose farm dogs for herding livestock, guarding property, and hunting vermin","{'id': 'H1QyMe5EQ', 'url': 'https://cdn2.thedogapi.com/images/H1QyMe5EQ_1280.jpg', 'width': 1920, 'height': 1280}",16.0,27.0,21.5,46.0,58.0,52.0,12.0,15.0,13.5
English Springer Spaniel,2,"friendly, intelligent, energetic, eager to please, playful",England,GB,"Medium-sized athletic sporting dog with long ears, feathered silky coat, and enthusiastic, eager-to-please personality. Known for their compact body, gentle intelligent expression, and versatile gundog abilities.",Sporting,"Developed in 19th century England as a versatile gundog to find and 'spring' game for the net, falcon, or gun. Originally separated from smaller 'cocker' spaniels by size and hunting use. Officially recognized by The Kennel Club in 1902 and AKC in 1910.","{'id': 'Hk0Jfe5VQ', 'url': 'https://cdn2.thedogapi.com/images/Hk0Jfe5VQ_1280.jpg', 'width': 1440, 'height': 1080}",16.0,25.0,20.5,46.0,53.0,49.5,12.0,14.0,13.0
English Toy Terrier (Black & Tan),2,"alert, intelligent, loyal, playful",England,GB,"Small, elegant black and tan terrier with fine-boned build and distinctive pointed, candle-flame ears",Toy,"Descended from the Old English Black and Tan Terrier, bred as a ratter in Victorian England and now a rare companion breed. Recognized by The Kennel Club (UK).","{'id': 'gS4U8SIVh6', 'url': 'https://cdn4.thedogapi.com/optimized/gS4U8SIVh6.jpg', 'width': 1264, 'height': 848}",2.7,3.6,3.1500000000000004,25.0,30.0,27.5,12.0,13.0,12.5
Entlebucher Mountain Dog,2,"intelligent, energetic, loyal, alert, confident, devoted","Entlebuch valley, Switzerland",CH,"The smallest of the four Swiss Mountain Dogs, the Entlebucher is a compact, sturdy, and muscular herding dog with a distinctive tricolor coat. Known for its intelligence, loyalty, and agile working ability.",Herding,"The smallest of the four Swiss Sennenhund breeds, developed in the Entlebuch valley region of Switzerland as an all-around farm dog for herding cattle and driving livestock to market. First documented in 1889 and recognized for its working versatility.","{'id': 'KFJFCM2M2M', 'url': 'https://cdn4.thedogapi.com/optimized/KFJFCM2M2M.jpg', 'width': 1104, 'height': 976}",18.0,30.0,24.0,41.0,53.0,47.0,11.0,13.0,12.0
Erbi Txakur,2,"intelligent, energetic, alert, loyal, work-focused","Basque Country, Spain",ES,"Medium-sized, agile scent hound from the Basque Country, specifically bred for hunting hare and small game, known for its endurance, keen sense of smell, and ability to work over challenging terrain",Scent Hound,"Ancient landrace breed from the Basque regions of Spain, used for centuries by local hunters for stamina and scenting ability in pursuit of hare and small game over challenging terrain. Recognized by the Real Sociedad Canina de España (RSCE) and regional registries.","{'id': 'dVCYZjuRS5', 'url': 'https://cdn4.thedogapi.com/optimized/dVCYZjuRS5.jpg', 'width': 896, 'height': 1200}",13.0,20.0,16.5,46.0,56.0,51.0,12.0,14.0,13.0
Eskapoo,2,"intelligent, friendly, playful, affectionate, alert, energetic",United States,US,Small to medium designer breed combining the fluffy coat and friendly nature of the American Eskimo Dog with the intelligence and low-shedding curly coat of the Miniature Poodle,Mixed,Modern designer breed developed by crossing American Eskimo Dogs with Miniature Poodles to create an intelligent companion dog with a low-shedding coat. Part of the popular Poodle-mix trend that began in the late 20th century. Not recognized by major kennel clubs.,"{'id': 'j3V3qFIjKP', 'url': 'https://cdn4.thedogapi.com/optimized/j3V3qFIjKP.jpg', 'width': 1408, 'height': 768}",6.0,11.0,8.5,25.0,38.0,31.5,12.0,15.0,13.5
Estonian Hound,2,"friendly, energetic, alert, intelligent, calm",Estonia,EE,"Medium-sized, strong-boned scent hound with short, smooth tricolor coat and sturdy build, known for its tenacity in hunting small game and stamina in Estonia's terrain",Hound,"Developed in Estonia between 1947-1954 after Soviet decree mandating each republic establish a national breed. Created by crossing local hunting dogs with Beagles, Swiss hounds, and English Foxhounds to create versatile hunting dog suited to Estonian terrain under restrictive hunting laws. Officially recognized by FCI in 2019.","{'id': 'dCspKc6ZE9', 'url': 'https://cdn4.thedogapi.com/optimized/dCspKc6ZE9.jpg', 'width': 1408, 'height': 768}",20.0,30.0,25.0,42.0,52.0,47.0,12.0,15.0,13.5
Estrela Mountain Dog,2,"loyal, protective, intelligent, calm, courageous, independent","Serra da Estrela Mountains, Portugal",PT,"Large, powerful, and imposing livestock guardian dog from the Estrela Mountains of Portugal with a dense double coat and protective temperament. Known for its intelligence, loyalty, and calm yet fearless demeanor, this athletic breed combines strength with a naturally protective nature.",Working,"One of the oldest breeds in Portugal, developed in the Estrela Mountains as a livestock guardian to protect flocks from wolves and other predators. Ancient breed with lineage tied to Mastiff-type dogs of the region, recognized by FCI.","{'id': '9QavaBx9AT', 'url': 'https://cdn4.thedogapi.com/optimized/9QavaBx9AT.jpg', 'width': 1200, 'height': 880}",30.0,60.0,45.0,62.0,72.0,67.0,10.0,14.0,12.0
Eurasier,2,"calm, confident, loyal, intelligent, gentle, reserved",Germany,DE,"Medium-sized Spitz-type dog with balanced proportions and thick, plush double coat that comes in a variety of colors. Known for its calm, devoted nature and confident temperament.",Non-Sporting,"Developed in Germany in the 1960s by Julius Wipfel by crossing Chow Chow, Wolfspitz (Keeshond), and Samoyed to create an ideal Spitz-type family companion dog. Recognized by the FCI.","{'id': 'hZkMlKOLPl', 'url': 'https://cdn4.thedogapi.com/optimized/hZkMlKOLPl.jpg', 'width': 1152, 'height': 912}",18.0,32.0,25.0,48.0,60.0,54.0,12.0,14.0,13.0
Faroese Sheepdog,2,"intelligent, energetic, loyal, alert, work-focused, independent",Faroe Islands,FO,"Medium-sized spitz-type herding dog from the Faroe Islands with dense, weather-resistant double coat adapted to harsh Nordic climate. This landrace breed is known for its hardiness, intelligence, and ability to work sheep in rugged terrain.",Herding,"Ancient landrace breed descended from Norse dogs brought to the Faroe Islands by Vikings over a thousand years ago. Related to Icelandic Sheepdog, evolved in isolation to work sheep in challenging climate. Nearly extinct by 1960s but restored through preservation efforts managed by Danish Kennel Club and local enthusiasts.","{'id': '0vIJ1r5BXH', 'url': 'https://cdn4.thedogapi.com/optimized/0vIJ1r5BXH.jpg', 'width': 1248, 'height': 848}",10.0,20.0,15.0,41.0,51.0,46.0,11.0,15.0,13.0
Field Spaniel,2,"docile, intelligent, affectionate, gentle, sensitive",England,GB,"Medium-sized sporting dog with silky, glossy coat in black, liver, or roan colors, built for endurance and agility in the field with an adaptable, noble temperament",Sporting,"Developed in England during the late 19th century from Cocker Spaniels and other spaniel varieties, initially for show but later redeveloped for field work. The breed faced near extinction after World War II but was revived by dedicated breeders.","{'id': 'SkJfGecE7', 'url': 'https://cdn2.thedogapi.com/images/SkJfGecE7_1280.jpg', 'width': 1280, 'height': 906}",16.0,23.0,19.5,43.0,46.0,44.5,12.0,13.0,12.5
Fila Brasileiro,2,"loyal, protective, courageous, devoted, independent",Brazil,BR,"Large, powerful Molosser-type mastiff guardian breed with distinctive loose skin, natural guarding instincts, and tracking ability",Working,"Developed in Brazil from Mastiff, Bulldog, and Bloodhound ancestry for plantation work, estate guarding, cattle herding, and tracking large game. Recognized by FCI but not AKC-recognized.","{'id': 'qcLUT5zYbV', 'url': 'https://cdn4.thedogapi.com/optimized/qcLUT5zYbV.jpg', 'width': 1024, 'height': 1040}",40.0,82.0,61.0,60.0,75.0,67.5,9.0,11.0,10.0
Finnish Hound,2,"friendly, energetic, independent, alert, intelligent",Finland,FI,"Medium-sized tricolor scent hound developed for endurance hunting of hare and fox in challenging Nordic terrain, known for its energetic nature and melodious voice",Hound,"Developed in Finland since the 1800s by crossing various European hounds including French, German, Russian, and Swedish hounds to create a scent hound capable of hunting in the country's snowy, difficult terrain and harsh Nordic conditions","{'id': 'LA1zjdgruf', 'url': 'https://cdn4.thedogapi.com/optimized/LA1zjdgruf.jpg', 'width': 1408, 'height': 768}",20.0,29.0,24.5,52.0,61.0,56.5,11.0,13.0,12.0
Finnish Lapphund,2,"friendly, alert, intelligent, calm, courageous, loyal, adaptable",Lapland (Finland),FI,"Medium-sized, sturdy spitz-type dog with a thick profuse double coat and fox-like features, originally bred for herding reindeer in arctic conditions by the Sami people",Herding,"Ancient spitz breed developed by the indigenous Sami people of Lapland to herd and guard reindeer in Arctic conditions. Nearly extinct after WWII but successfully restored by dedicated Finnish breeders, officially recognized by Finnish Kennel Club in 1945","{'id': 'iYYvYN0MXl', 'url': 'https://cdn4.thedogapi.com/optimized/iYYvYN0MXl.jpg', 'width': 1104, 'height': 976}",15.0,24.0,19.5,41.0,53.0,47.0,12.0,15.0,13.5
Finnish Spitz,2,"friendly, alert, intelligent, independent, playful, courageous",Finland,FI,"Medium-sized fox-like spitz hunting dog with dense golden-red double coat, erect ears, curled plumed tail, and alert expression. Known as Finland's national dog and called the 'barking pointer' for their distinctive hunting style.",Non-Sporting,"Ancient Finnish breed developed through centuries of selective breeding to hunt all types of game from squirrels to bears. Nearly extinct in late 1800s before restoration efforts. Became Finland's national dog in 1979, bred specifically for barking ability and stamina in harsh climates.","{'id': 'gwZ3amqat', 'url': 'https://cdn2.thedogapi.com/images/gwZ3amqat.jpg', 'width': 1280, 'height': 1707}",9.0,15.0,12.0,39.0,51.0,45.0,12.0,15.0,13.5
Flat-Coated Retriever,2,"friendly, outgoing, optimistic, intelligent, energetic, playful, devoted",England,GB,"Large, elegant sporting dog with a lustrous, sleek flat coat in solid black or liver, known for their cheerful, perpetually youthful 'Peter Pan' personality and optimistic temperament",Sporting,"Developed in mid-19th century England by crossing St. John's Water Dog with various retrievers, setters, spaniels and sheepdogs to create a versatile gundog for work on both land and water","{'id': 'vol1VcS0yZ', 'url': 'https://cdn4.thedogapi.com/optimized/vol1VcS0yZ.jpg', 'width': 1200, 'height': 896}",25.0,32.0,28.5,56.0,62.0,59.0,8.0,10.0,9.0
Florida Cracker Cur,2,"loyal, intelligent, energetic, protective, work-focused, alert","Florida, United States",US,"A medium-sized, athletic cur-type herding dog native to Florida, known for its intelligence, loyalty, and tenacity in working cattle and hunting in rugged terrain",Herding,"Descended from Spanish dogs brought to Florida in the 1500s, developed by early cattlemen ('Crackers') to work the tough Florida Cracker Cattle in rugged terrain. The breed faced extinction but was revived by dedicated enthusiasts and maintained by regional breed organizations.","{'id': 'yKIPHbJick', 'url': 'https://cdn4.thedogapi.com/optimized/yKIPHbJick.jpg', 'width': 1312, 'height': 816}",11.0,25.0,18.0,43.0,56.0,49.5,10.0,14.0,12.0
