id,name,species_id,life_span,temperament,origin,country_code,description,breed_group,history,reference_image_id,weight,height,image,weight_min_kg,weight_max_kg,weight_avg_kg,height_min_cm,height_max_cm,height_mid_cm,life_span_min_years,life_span_max_years,life_span_mid_years
416,Chien Français Blanc et Noir,2,10-12,"courageous, intelligent, work-focused, independent, loyal",France,FR,"Large, powerful, and elegant French scent hound distinguished by its distinctive black and white coat, bred for hunting large game in packs with endurance and persistence",Hound,"Developed in 19th century France from crosses of Gascon-Saintongeois and the now-extinct Montaimboeuf hounds, with English Foxhounds. Meticulously created as a powerful and enduring pack hound specialized for hunting roe deer and large game",NUGB4SjgJE,"{'imperial': 'Male: 66-77; Female: 62-73', 'metric': 'Male: 30-35; Female: 28-33'}","{'imperial': 'Male: 25-28; Female: 24-26.5', 'metric': 'Male: 65-72; Female: 62-68'}","{'id': 'NUGB4SjgJE', 'url': 'https://cdn4.thedogapi.com/optimized/NUGB4SjgJE.jpg', 'width': 1200, 'height': 896}",28.0,35.0,31.5,62.0,72.0,67.0,10.0,12.0,11.0
417,Chien Français Blanc et Orange,2,10-12,"gentle, calm, loyal, intelligent, energetic, work-focused",France,FR,"Large, noble, and muscular French scent hound with distinctive white and orange coat, bred for pack hunting large game such as deer and boar. Known for stamina, endurance, and ability to work collaboratively in packs.",Hound,"Developed in France from old hounds of Saintonge and crosses with the Billy breed, rooted in various French hounds and English foxhounds. Created for pack hunting large game, recognized by FCI with official breed club founded in 1957.",Ofm8ZqjkVD,"{'imperial': 'Male: 62-71; Female: 55-66', 'metric': 'Male: 28-32; Female: 25-30'}","{'imperial': 'Male: 24-28; Female: 24-26', 'metric': 'Male: 62-70; Female: 60-66'}","{'id': 'Ofm8ZqjkVD', 'url': 'https://cdn4.thedogapi.com/optimized/Ofm8ZqjkVD.jpg', 'width': 1136, 'height': 944}",25.0,32.0,28.5,60.0,70.0,65.0,10.0,12.0,11.0
418,Chien Français Tricolore,2,10-12,"work-focused, intelligent, energetic, loyal, athletic, alert",France,FR,"Large, elegant, and powerful French scenthound with distinctive tricolor coat, built for speed and endurance while pack hunting large game, particularly deer",Hound,Created in the mid-20th century by Henri de Falandre by crossing the Poitevin and the Gascon-Saintongeois for large game hunting particularly deer. Officially recognized by the FCI in 1957,0zEl9iFt9N,"{'imperial': 'Male: 62-77; Female: 55-66', 'metric': 'Male: 28-35; Female: 25-30'}","{'imperial': 'Male: 24.5-28.5; Female: 23.5-27', 'metric': 'Male: 62-72; Female: 60-68'}","{'id': '0zEl9iFt9N', 'url': 'https://cdn4.thedogapi.com/optimized/0zEl9iFt9N.jpg', 'width': 1184, 'height': 896}",25.0,35.0,30.0,60.0,72.0,66.0,10.0,12.0,11.0
77,Chihuahua,2,,"alert, devoted, intelligent, confident, courageous, lively",Mexico,MX,"World's smallest dog breed with long, flowing coat and bold, confident personality despite tiny size",Toy,"Ancient breed descended from Techichi dogs of the Toltec civilization, refined in Mexican state of Chihuahua and standardized in Mexico and the US. Recognized by AKC since 1904",keGcncOUuU,"{'imperial': '2-6', 'metric': '1-3'}","{'imperial': '5-8', 'metric': '13-20'}","{'id': 'keGcncOUuU', 'url': 'https://cdn4.thedogapi.com/optimized/keGcncOUuU.jpg', 'width': 1104, 'height': 960}",1.0,3.0,2.0,13.0,20.0,16.5,,,
419,Chilean Terrier,2,12-15,"alert, energetic, loyal, intelligent, adaptable",Chile,CL,"A small, well-balanced, short-coated terrier known for its elegant yet sturdy build and lively, alert disposition. Often called the 'Fox Terrier Chileno' in its native country, this compact and agile breed combines intelligence with typical terrier energy.",Terrier,"Descended from Fox Terriers and other European terrier breeds brought to Chile by immigrants in the 18th and 19th centuries. Developed as a distinct breed for hunting vermin on farms and estates, becoming Chile's first recognized native breed, though not yet recognized by major international kennel clubs.",L9eD6Vhov0,"{'imperial': 'Male: 13-18; Female: 9-16', 'metric': 'Male: 6-8; Female: 4-7'}","{'imperial': 'Male: 12.5-15; Female: 11-14', 'metric': 'Male: 32-38; Female: 28-36'}","{'id': 'L9eD6Vhov0', 'url': 'https://cdn4.thedogapi.com/optimized/L9eD6Vhov0.jpg', 'width': 1200, 'height': 896}",4.0,8.0,6.0,28.0,38.0,33.0,12.0,15.0,13.5
78,Chinese Crested,2,,"affectionate, alert, playful, lively, intelligent, gentle",China,CN,"Small, elegant toy dog with fine-boned build that comes in two distinctive varieties: the Hairless with soft skin and tufts of hair, and the Powderpuff with a soft, straight double coat",Toy,Ancient breed believed to have descended from African or Mexican hairless dogs and refined in China. Chinese mariners kept them on ships to hunt vermin and traded them among port cities worldwide. Served as companions to Chinese nobility and were believed to possess magical healing powers,EmZBU7gxxa,"{'imperial': '8-12', 'metric': '3.6-5.4'}","{'imperial': '11-13', 'metric': '28-33'}","{'id': 'EmZBU7gxxa', 'url': 'https://cdn4.thedogapi.com/optimized/EmZBU7gxxa.jpg', 'width': 1264, 'height': 832}",3.6,5.4,4.5,28.0,33.0,30.5,,,
79,Chinese Shar-Pei,2,8-12,"loyal, independent, calm, alert, protective, intelligent",China,CN,"An ancient Chinese breed known for its distinctive deep wrinkles, hippopotamus-like muzzle, blue-black tongue, and compact, medium-sized build with a calm, independent temperament",Non-Sporting,"Ancient Chinese breed from southern provinces dating back to the Han Dynasty, originally used as all-purpose farm dog for hunting, herding, guarding, and farm work. Nearly extinct in mid-20th century but revived from very small population by dedicated breeders in 1970s",Rrs2lVEQHq,"{'imperial': '45-60', 'metric': '20-27'}","{'imperial': '18-20', 'metric': '46-51'}","{'id': 'Rrs2lVEQHq', 'url': 'https://cdn4.thedogapi.com/optimized/Rrs2lVEQHq.jpg', 'width': 1200, 'height': 896}",20.0,27.0,23.5,46.0,51.0,48.5,8.0,12.0,10.0
80,Chinook,2,12-15,"intelligent, calm, devoted, friendly, eager to please","New Hampshire, United States",US,"Large, athletic American sled dog with distinctive tawny double coat, known for combining strength, endurance, and a calm, gentle temperament. This versatile working breed was developed for drafting and sled-dog racing in New England conditions.",Working,"Developed in the early 20th century by polar explorer Arthur Treadwell Walden by crossing Mastiff-type dogs with Huskies and Belgian Shepherds. Named after the foundation male 'Chinook', bred to be an ideal sled dog for New England conditions. Recognized by the AKC in 2013.",LtHPr7ay0L,"{'imperial': 'Male: 55-90; Female: 50-70', 'metric': 'Male: 25-41; Female: 23-32'}","{'imperial': 'Male: 23-26; Female: 21-25', 'metric': 'Male: 58-66; Female: 53-64'}","{'id': 'LtHPr7ay0L', 'url': 'https://cdn4.thedogapi.com/optimized/LtHPr7ay0L.jpg', 'width': 1248, 'height': 848}",23.0,41.0,32.0,53.0,66.0,59.5,12.0,15.0,13.5
664,Chipoo,2,12-15,"intelligent, alert, playful, affectionate, energetic, loyal",United States,US,"Small designer crossbreed combining the sassy, spirited personality of the Chihuahua with the intelligence and low-shedding coat of the Toy Poodle, resulting in a compact, alert companion with varied coat types",Mixed,Modern designer crossbreed developed in the United States by crossing a Chihuahua with a Toy Poodle to combine the Poodle's intelligence and low-shedding coat with the Chihuahua's spirited personality and compact companion size,vBtGlR7eXi,"{'imperial': '4-15', 'metric': '2-7'}","{'imperial': '5-12', 'metric': '13-30'}","{'id': 'vBtGlR7eXi', 'url': 'https://cdn4.thedogapi.com/optimized/vBtGlR7eXi.jpg', 'width': 1408, 'height': 768}",2.0,7.0,4.5,13.0,30.0,21.5,12.0,15.0,13.5
420,Chippiparai,2,12-15,"loyal, intelligent, independent, alert, gentle, athletic","Tamil Nadu, India",IN,"Ancient Indian sighthound breed from Tamil Nadu, known for its lean, elegant build and exceptional speed. This athletic breed has a very short, close coat typically in shades of fawn, reddish-brown, or brindle, and is prized for its hunting prowess and reserved loyalty to family.",Sighthound,"Ancient sighthound breed developed by royalty in the Chippiparai region near Madurai in Tamil Nadu, India. Traditionally used by royal families and aristocrats for hunting wild boar, deer, and hare. The breed is prized for its speed, endurance, hunting prowess, and robust health adapted to the local climate.",4M5XlKU99y,"{'imperial': 'Male: 33-49; Female: 26-40', 'metric': 'Male: 15-22; Female: 12-18'}","{'imperial': 'Male: 24-28.5; Female: 22-26', 'metric': 'Male: 61-72; Female: 56-66'}","{'id': '4M5XlKU99y', 'url': 'https://cdn4.thedogapi.com/optimized/4M5XlKU99y.jpg', 'width': 1056, 'height': 1008}",12.0,22.0,17.0,56.0,72.0,64.0,12.0,15.0,13.5
657,Chiweenie,2,12-16,"loyal, alert, playful, confident, energetic, affectionate",United States,US,"A small, spirited crossbreed resulting from a Chihuahua and Dachshund with a compact elongated body, short legs, and confident personality combining traits from both parent breeds",Mixed,"Designer crossbreed that gained popularity in the late 1990s in North America, developed by crossing Chihuahua and Dachshund breeds to create a small companion dog",UVtwOi5Ww6,"{'imperial': '5-12', 'metric': '2-5'}","{'imperial': '6-10', 'metric': '15-25'}","{'id': 'UVtwOi5Ww6', 'url': 'https://cdn4.thedogapi.com/optimized/UVtwOi5Ww6.jpg', 'width': 1408, 'height': 768}",2.0,5.0,3.5,15.0,25.0,20.0,12.0,16.0,14.0
421,Chongqing Dog,2,10-13,"loyal, protective, alert, confident, independent","Chongqing, China",CN,"Medium-sized ancient Chinese spitz-type dog with distinctive bamboo-like tail, short reddish-brown coat, upright ears, and muscular build with protective temperament",Utility,"Ancient Chinese breed from Chongqing and Sichuan provinces, traditionally used for hunting and guard work. Nearly extinct but undergoing revival efforts, with breed standards established by regional Chinese registries.",aiSMxnHmD1,"{'imperial': 'Male: 33-55; Female: 27-44', 'metric': 'Male: 15-25; Female: 12-20'}","{'imperial': 'Male: 15-19.5; Female: 14-18', 'metric': 'Male: 38-50; Female: 35-46'}","{'id': 'aiSMxnHmD1', 'url': 'https://cdn4.thedogapi.com/optimized/aiSMxnHmD1.jpg', 'width': 1408, 'height': 768}",12.0,25.0,18.5,35.0,50.0,42.5,10.0,13.0,11.5
654,Chorkie,2,12-15,"alert, loyal, energetic, confident, affectionate, playful, intelligent",United States,US,"Small designer crossbreed combining Chihuahua and Yorkshire Terrier traits, known for having a big personality in a tiny body with spirited and affectionate temperament",Mixed,"Popular designer crossbreed developed in the late 20th century (likely 1990s) in the United States by intentionally crossing Chihuahua and Yorkshire Terrier to create a small, loyal companion dog with spirited temperament",zmlEY581Ab,"{'imperial': '4-10', 'metric': '1.8-4.5'}","{'imperial': '6-9', 'metric': '15-23'}","{'id': 'zmlEY581Ab', 'url': 'https://cdn4.thedogapi.com/optimized/zmlEY581Ab.jpg', 'width': 1408, 'height': 768}",1.8,4.5,3.15,15.0,23.0,19.0,12.0,15.0,13.5
422,Chortai,2,11-13,"independent, intelligent, loyal, athletic, calm",Southern Russia/Central Asia,RU,"Rare, elegant sighthound from Central Asia with athletic build and short coat, bred for exceptional speed and endurance when coursing game across harsh steppe terrain",Hound,"Ancient sighthound breed developed in the steppe regions of Kazakhstan and southern Russia for hunting hare, fox, and larger game. Bred purely for function—speed, stamina, and hunting ability—across vast steppes. Nearly extinct after Russian Revolution but preserved by enthusiasts.",3pFVOkSjGc,"{'imperial': 'Male: 55-77; Female: 50-70', 'metric': 'Male: 25-35; Female: 23-32'}","{'imperial': 'Male: 25-29; Female: 24-28', 'metric': 'Male: 64-74; Female: 61-71'}","{'id': '3pFVOkSjGc', 'url': 'https://cdn4.thedogapi.com/optimized/3pFVOkSjGc.jpg', 'width': 1120, 'height': 944}",23.0,35.0,29.0,61.0,74.0,67.5,11.0,13.0,12.0
81,Chow Chow,2,8-12,"loyal, independent, aloof, alert, calm, protective",China,CN,"An ancient, powerful, and sturdily built dog of Arctic spitz-type, known for its distinctive lion-like mane, unique blue-black tongue, stilted gait, and dense double coat",Non-Sporting,"One of the oldest recognizable breeds with origins dating back over 2,000 years in northern China, where it served as hunting, herding, guarding, and companion dog. Refined during Tang Dynasty and recognized by AKC in 1903.",XSu9Ht84DA,"{'imperial': '45-70', 'metric': '20-32'}","{'imperial': '17-20', 'metric': '43-51'}","{'id': 'XSu9Ht84DA', 'url': 'https://cdn4.thedogapi.com/optimized/XSu9Ht84DA.jpg', 'width': 1088, 'height': 976}",20.0,32.0,26.0,43.0,51.0,47.0,8.0,12.0,10.0
82,Chug,2,10-13,"playful, affectionate, loyal, alert, confident",United States,US,"A small companion dog resulting from a cross between a Pug and a Chihuahua, known for its compact build, expressive face, and spirited yet affectionate nature",Mixed,A modern crossbreed developed in North America in the late 20th century by crossing a Pug with a Chihuahua. The goal was to create a small companion dog combining the affectionate nature of the Pug with the spirited personality of the Chihuahua. Not recognized by major kennel clubs.,7ED3YQFWce,"{'imperial': '10-20', 'metric': '4.5-9'}","{'imperial': '10-14', 'metric': '25-36'}","{'id': '7ED3YQFWce', 'url': 'https://cdn4.thedogapi.com/optimized/7ED3YQFWce.jpg', 'width': 1408, 'height': 768}",4.5,9.0,6.75,25.0,36.0,30.5,10.0,13.0,11.5
423,Chukotka Sled Dog,2,12-15,"hardy, energetic, independent, loyal, alert, work-focused","Chukotka Peninsula, Siberia",RU,"Arctic spitz-type sled dog from northeastern Siberia, developed by the Chukchi people for sledding, endurance, and transportation in extreme cold conditions",Northern,"Ancient breed developed by the indigenous Chukchi people of northeastern Siberia for sledding, hunting, and survival in Arctic conditions. Traditional sled dog bred for centuries for transportation and endurance, considered the foundation breed for the Siberian Husky.",9PUqMc70ID,"{'imperial': 'Male: 44-55; Female: 39-49', 'metric': 'Male: 20-25; Female: 18-22'}","{'imperial': 'Male: 21-23.5; Female: 20-22.5', 'metric': 'Male: 53-60; Female: 51-57'}","{'id': '9PUqMc70ID', 'url': 'https://cdn4.thedogapi.com/optimized/9PUqMc70ID.jpg', 'width': 1264, 'height': 848}",18.0,25.0,21.5,51.0,60.0,55.5,12.0,15.0,13.5
424,Cimarrón Uruguayo,2,10-12,"courageous, intelligent, loyal, protective, calm, confident",Uruguay,UY,"Large, powerful molossoid breed with robust bone structure and athletic build, known for its balanced temperament, courage, and protective instincts. This rugged working breed features a short brindle or fawn coat and strong working heritage.",Working,"Descended from dogs brought by Spanish and Portuguese colonizers, developed as a feral breed then shaped by natural selection in the wild. Used for herding cattle, guarding property, and hunting large game. Officially recognized in Uruguay in 1989 and recognized by the FCI.",LZ3fo6EEPD,"{'imperial': 'Male: 84-99; Female: 73-88', 'metric': 'Male: 38-45; Female: 33-40'}","{'imperial': 'Male: 22-24; Female: 21-23', 'metric': 'Male: 58-61; Female: 55-58'}","{'id': 'LZ3fo6EEPD', 'url': 'https://cdn4.thedogapi.com/optimized/LZ3fo6EEPD.jpg', 'width': 1136, 'height': 944}",33.0,45.0,39.0,55.0,61.0,58.0,10.0,12.0,11.0
83,Cirneco dell'Etna,2,12-14,"affectionate, independent, alert, gentle, intelligent","Sicily, Italy",IT,"Ancient medium-sized sighthound with short coat, elegant slender build, and distinctive large ears. Bred for hunting on the rugged volcanic terrain of Mount Etna, this athletic breed combines endurance with graceful movement.",Hound,"Ancient Sicilian breed developed for rabbit hunting on Mount Etna's rugged volcanic terrain for over 2,500 years. Nearly extinct, the breed was revived in the 20th century and is now recognized by FCI and AKC Foundation Stock Service.",ZtaezE1Cby,"{'imperial': 'Male: 22-26; Female: 17-22', 'metric': 'Male: 10-12; Female: 8-10'}","{'imperial': 'Male: 18-19.5; Female: 16.5-18', 'metric': 'Male: 46-50; Female: 42-46'}","{'id': 'ZtaezE1Cby', 'url': 'https://cdn4.thedogapi.com/optimized/ZtaezE1Cby.jpg', 'width': 1056, 'height': 1008}",8.0,12.0,10.0,42.0,50.0,46.0,12.0,14.0,13.0
